,ID,Name,BV,SV,Team,1_Pts,1_xMins,2_Pts,2_xMins,3_Pts,3_xMins,4_Pts,4_xMins,5_Pts,5_xMins,6_Pts,6_xMins,7_Pts,7_xMins,8_Pts,8_xMins,9_Pts,9_xMins
0,1,Cédric,4.2,4.2,Arsenal,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
1,2,Leno,4.5,4.5,Fulham,1.83,90.0,0.86,90.0,0.52,90.0,2.09,90.0,3.42,90.0,3.05,90.0,3.19,90.0,3.54,90.0,3.43,90.0
2,3,Xhaka,5.1,5.1,Arsenal,2.41,84.28,2.79,84.8,3.06,86.0,3.49,86.5,3.27,87.0,2.71,87.5,3.39,88.1,2.9,88.1,3.09,88.6
3,4,Elneny,4.3,4.3,Arsenal,0.44,14.7,0.42,12.0,0.34,10.0,0.3,8.0,1.01,22.29,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
4,5,Holding,4.2,4.2,Arsenal,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
5,6,Partey,4.8,4.8,Arsenal,2.6,79.38,3.04,80.3,2.98,81.1,3.26,82.0,0.37,53.27,0.0,8.63,0.0,16.33,0.0,32.82,2.29,76.06
6,7,Ødegaard,6.5,6.5,Arsenal,3.42,76.64,3.96,77.6,3.83,78.4,4.55,78.0,4.41,79.5,2.82,75.08,4.24,77.0,3.64,77.0,3.29,74.02
7,8,Tierney,4.8,4.8,Arsenal,0.39,90.0,1.21,90.0,1.73,90.0,1.45,90.0,3.09,90.0,2.4,90.0,3.69,90.0,,90.0,1.66,90.0
8,9,Pépé,5.3,5.3,Arsenal,0.74,12.74,0.74,11.0,0.59,9.0,0.51,7.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0
9,10,White,4.5,4.5,Arsenal,3.47,90.0,3.59,90.0,3.48,90.0,3.55,90.0,3.05,90.0,2.34,90.0,3.0,90.0,2.9,90.0,2.72,90.0
10,11,Nketiah,6.6,6.6,Arsenal,1.73,30.38,1.71,26.0,1.34,21.0,1.61,21.0,1.78,24.0,1.25,20.0,1.52,20.0,1.3,20.0,1.22,18.0
11,12,Smith Rowe,5.6,5.6,Arsenal,0.0,18.59,0.71,25.25,1.26,27.39,1.7,27.0,2.34,27.28,1.74,23.68,,0.0,,0.0,0.0,0.0
12,13,Saka,7.8,7.8,Arsenal,4.22,77.9,4.93,78.7,4.8,79.5,5.23,80.2,4.89,81.0,4.11,81.5,5.18,82.1,4.44,82.1,4.71,82.0
13,14,Tomiyasu,4.2,4.2,Arsenal,0.82,90.0,0.6,90.0,1.82,90.0,1.33,90.0,2.35,90.0,1.4,90.0,2.58,90.0,,90.0,,90.0
14,15,Ramsdale,4.9,4.9,Arsenal,4.03,90.0,4.01,90.0,4.23,90.0,4.16,90.0,4.09,90.0,3.42,90.0,4.1,90.0,3.75,90.0,3.57,90.0
15,16,Gabriel,5.1,5.1,Arsenal,3.89,90.0,4.04,90.0,4.25,90.0,4.5,90.0,4.07,90.0,2.76,90.0,4.34,90.0,3.48,90.0,3.33,90.0
16,17,Tavares,4.5,4.5,Arsenal,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
17,18,Sambi,4.4,4.4,Arsenal,0.24,7.84,0.25,7.0,0.21,6.0,0.26,7.0,1.75,16.86,1.88,52.48,2.33,52.13,1.85,41.45,0.66,21.0
18,19,Martinelli,6.6,6.3,Arsenal,4.08,64.38,4.7,63.78,4.79,66.58,5.18,65.3,5.01,69.69,4.4,72.48,5.23,73.5,4.46,73.0,4.58,73.5
19,20,Pablo Marí,4.5,4.5,Arsenal,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
20,21,Maitland-Niles,4.8,4.8,Southampton,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
21,22,Torreira,4.5,4.5,Arsenal,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
22,23,Nelson,4.8,4.8,Arsenal,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
23,24,Turner,3.9,3.9,Arsenal,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
24,25,Fábio Vieira,5.7,5.7,Arsenal,0.47,22.06,1.01,23.48,1.05,21.39,1.37,19.0,1.07,16.0,0.71,13.0,1.08,16.0,,0.0,2.37,29.59
25,26,Saliba,5.0,5.0,Arsenal,3.08,90.0,3.63,90.0,3.66,90.0,4.24,90.0,4.04,90.0,2.6,90.0,4.04,90.0,3.25,90.0,3.17,90.0
26,27,Marquinhos,4.7,4.7,Arsenal,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
27,28,Jesus,8.0,8.0,Arsenal,4.5,77.42,5.2,78.2,5.67,80.2,6.29,82.34,5.56,82.0,4.75,83.0,5.65,83.0,4.79,82.0,5.07,82.1
28,29,Coutinho,6.7,6.7,Aston Villa,3.68,62.72,3.73,64.0,2.01,52.02,2.71,49.0,2.28,54.0,1.88,49.0,2.27,47.0,2.7,47.0,2.87,57.0
29,30,Ings,6.7,6.7,Aston Villa,2.28,47.76,3.33,53.0,3.47,61.15,3.16,53.0,2.57,57.0,2.13,52.0,2.5,48.0,2.97,48.0,1.68,38.63
30,31,Martínez,4.9,4.9,Aston Villa,3.81,90.0,4.05,90.0,3.6,90.0,3.68,90.0,3.18,90.0,3.18,90.0,3.51,90.0,3.32,90.0,3.38,90.0
31,32,Chambers,4.3,4.3,Aston Villa,,90.0,,90.0,1.85,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
32,33,Digne,4.7,4.7,Aston Villa,3.9,90.0,4.31,90.0,3.19,90.0,3.61,90.0,1.96,90.0,1.61,90.0,3.13,90.0,3.88,90.0,,90.0
33,34,Traoré,4.9,4.9,Aston Villa,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
34,35,Olsen,4.0,4.0,Aston Villa,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
35,36,Sanson,4.4,4.4,Aston Villa,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
36,37,McGinn,5.2,5.2,Aston Villa,3.35,86.24,3.45,86.5,2.96,87.3,3.2,83.5,2.45,83.5,2.13,81.5,2.57,77.5,3.06,77.5,2.73,78.8
37,38,Hause,4.4,4.4,Aston Villa,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
38,39,Mings,4.3,4.3,Aston Villa,1.48,90.0,1.08,90.0,2.71,90.0,2.99,90.0,1.14,90.0,1.39,90.0,2.52,90.0,3.13,90.0,2.65,90.0
39,40,Watkins,7.2,7.2,Aston Villa,4.01,78.4,4.01,76.5,3.58,78.0,4.23,79.3,3.25,80.0,2.93,80.8,3.75,82.0,3.53,78.02,3.84,81.0
40,41,Nakamba,4.4,4.4,Aston Villa,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
41,42,Buendía,5.8,5.8,Aston Villa,1.12,34.8,2.35,41.0,2.87,48.29,2.95,51.0,2.04,46.0,2.04,51.0,2.31,45.0,2.74,45.0,2.16,40.0
42,43,Cash,4.6,4.6,Aston Villa,3.58,90.0,3.93,90.0,2.42,90.0,3.22,90.0,1.76,90.0,1.47,90.0,2.76,90.0,0.0,90.0,0.44,90.0
43,44,Konsa,4.4,4.4,Aston Villa,,90.0,3.28,90.0,,90.0,2.82,90.0,1.54,90.0,1.25,90.0,2.28,90.0,3.11,90.0,2.57,90.0
44,45,Bailey,4.7,4.7,Aston Villa,3.88,61.6,4.04,66.41,2.36,52.0,3.02,56.0,1.96,47.0,1.98,54.0,3.19,62.72,4.24,66.45,3.05,62.0
45,46,Douglas Luiz,4.8,4.8,Aston Villa,1.84,53.9,1.51,43.0,1.02,34.0,1.1,32.0,1.11,42.0,0.97,39.0,1.49,47.0,1.77,47.0,1.73,52.0
46,47,Ramsey,5.2,5.2,Aston Villa,3.16,69.58,3.08,64.5,2.64,68.5,2.99,70.0,2.14,65.0,1.98,69.0,2.7,73.2,3.2,73.2,2.97,71.5
47,48,Chukwuemeka,4.3,4.3,Chelsea,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
48,49,Iroegbunam,4.5,4.5,Aston Villa,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
49,50,Diego Carlos,4.8,4.8,Aston Villa,3.39,90.0,3.74,90.0,0.0,90.0,0.0,90.0,0.0,90.0,0.0,90.0,,90.0,,90.0,,90.0
50,51,El Ghazi,4.8,4.8,Aston Villa,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
51,52,Davis,5.4,5.4,Aston Villa,0.05,0.98,0.05,0.98,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
52,53,Kamara,4.8,4.8,Aston Villa,2.02,76.44,2.07,76.0,1.8,78.0,2.12,79.5,1.62,80.2,1.48,80.5,1.92,82.0,2.29,82.0,0.0,0.0
53,54,Archer,4.3,4.3,Aston Villa,0.42,6.82,0.35,8.0,0.22,6.0,0.21,5.0,0.17,5.0,0.12,4.0,,0.0,,0.0,0.08,2.0
54,55,Philogene-Bidace,4.5,4.5,Aston Villa,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
55,56,Guilbert,3.9,3.9,Aston Villa,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
56,57,Smith,4.4,4.4,Bournemouth,2.6,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,2.22,90.0,1.66,90.0,2.62,90.0
57,58,Stanislas,4.8,4.8,Bournemouth,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
58,59,Fredericks,4.4,4.4,Bournemouth,0.18,90.0,0.0,90.0,0.02,90.0,0.08,90.0,0.17,90.0,0.5,90.0,,90.0,,90.0,,90.0
59,60,Brooks,5.3,5.3,Bournemouth,0.0,19.78,0.0,17.44,0.5,23.02,0.0,7.23,0.0,10.55,0.21,14.07,,0.0,,0.0,0.0,10.25
60,61,Lowe,5.2,5.2,Bournemouth,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
61,62,Moore,5.5,5.5,Bournemouth,0.46,10.78,1.21,31.61,1.53,32.12,1.68,37.37,2.0,42.83,1.4,35.0,1.06,27.0,,0.0,0.87,21.0
62,63,Marcondes,4.8,4.8,Bournemouth,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
63,64,Lerma,5.0,5.0,Bournemouth,2.24,80.36,1.35,82.0,2.17,83.0,1.59,84.0,2.45,84.5,2.44,85.2,2.42,86.0,2.13,86.0,2.54,87.0
64,65,Stacey,4.3,4.3,Bournemouth,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
65,66,Solanke,5.7,5.7,Bournemouth,4.43,82.13,2.47,82.8,2.75,74.72,1.36,69.03,3.45,74.99,3.9,79.02,4.12,80.6,3.64,81.0,4.31,81.6
66,67,Cook,4.9,4.9,Bournemouth,1.75,56.84,0.6,47.33,1.47,52.5,0.98,49.0,1.69,55.0,1.8,60.0,1.93,63.5,1.7,63.5,2.11,66.6
67,68,Pearson,4.5,4.5,Bournemouth,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
68,69,Christie,5.3,5.3,Bournemouth,2.92,75.82,0.87,63.89,2.41,69.0,1.55,62.0,2.24,58.0,2.38,63.0,2.37,64.0,2.08,64.0,2.58,68.0
69,70,Billing,5.3,5.3,Bournemouth,3.31,76.44,1.85,78.5,2.84,74.5,1.96,72.0,2.07,64.64,2.94,72.5,2.99,74.5,2.63,74.5,3.28,74.2
70,71,Mepham,4.4,4.4,Bournemouth,2.52,90.0,1.04,90.0,1.63,90.0,1.1,90.0,2.58,90.0,2.39,90.0,2.25,90.0,1.71,90.0,2.71,90.0
71,72,Travers,4.4,4.4,Bournemouth,3.46,90.0,2.69,90.0,2.56,90.0,3.1,90.0,3.43,90.0,1.89,90.0,,90.0,,90.0,,90.0
72,73,Kelly,4.4,4.4,Bournemouth,2.63,90.0,1.1,90.0,1.88,90.0,1.2,90.0,1.24,90.0,2.52,90.0,2.31,90.0,1.8,90.0,0.81,90.0
73,74,Dembélé,4.8,4.8,Bournemouth,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
74,75,Anthony,5.3,5.3,Bournemouth,3.03,72.66,1.13,63.5,1.82,59.64,1.93,62.38,2.81,65.0,2.47,58.0,2.28,50.0,2.01,50.0,2.07,43.0
75,76,Zemura,4.4,4.4,Bournemouth,2.64,90.0,1.03,90.0,1.15,90.0,1.09,90.0,2.61,90.0,2.32,90.0,2.17,90.0,,90.0,2.56,90.0
76,77,Dennis,4.0,4.0,Bournemouth,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
77,78,Jansson,4.4,4.4,Brentford,2.47,90.0,2.47,90.0,2.76,90.0,3.64,90.0,1.57,90.0,2.16,90.0,2.6,90.0,2.16,90.0,3.2,90.0
78,79,Nørgaard,5.4,5.4,Brentford,2.16,78.74,2.67,80.0,2.62,79.5,3.02,81.0,2.52,79.0,0.0,26.34,0.0,39.63,0.0,64.27,0.0,54.58
79,80,Toney,7.3,7.3,Brentford,4.16,86.24,4.78,87.0,4.82,88.0,5.31,89.0,4.5,89.5,5.48,90.0,5.16,90.5,4.98,90.5,5.32,89.5
80,81,Raya,4.5,4.5,Brentford,3.36,90.0,3.38,90.0,3.49,90.0,3.85,90.0,3.51,90.0,3.67,90.0,3.47,90.0,3.27,90.0,3.78,90.0
81,82,Canós,5.0,5.0,Brentford,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
82,83,Dasilva,4.5,4.5,Brentford,1.16,29.4,1.6,37.0,2.58,50.83,,0.0,2.43,58.38,2.49,52.0,2.0,48.0,1.93,48.0,2.23,51.0
83,84,Ajer,4.5,4.5,Brentford,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
84,85,Henry,4.5,4.5,Brentford,2.31,90.0,2.37,90.0,2.77,90.0,3.47,90.0,2.64,90.0,3.08,90.0,2.6,90.0,2.17,90.0,3.45,90.0
85,86,Janelt,5.5,5.5,Brentford,2.31,66.64,2.62,69.6,1.49,58.88,2.32,59.5,1.9,54.0,2.67,60.5,2.42,63.0,2.34,63.0,2.56,63.0
86,87,Ghoddos,4.8,4.8,Brentford,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
87,88,Jensen,5.1,5.1,Brentford,1.64,45.08,1.94,49.0,2.75,59.06,2.53,57.5,2.49,63.53,2.9,64.2,2.66,67.8,2.57,67.8,2.82,68.0
88,89,Wissa,5.4,5.4,Brentford,3.25,56.7,3.18,57.69,2.04,48.25,3.27,57.0,2.89,60.0,3.56,56.2,3.1,52.0,3.0,52.0,3.06,48.0
89,90,Roerslev,4.3,4.3,Brentford,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
90,91,Bech,4.5,4.5,Brentford,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
91,92,Pinnock,4.4,4.4,Brentford,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
92,93,Onyeka,4.8,4.8,Brentford,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
93,94,Baptiste,4.5,4.5,Brentford,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
94,95,Mbeumo,5.9,5.9,Brentford,3.11,79.38,3.44,80.8,3.44,80.0,3.72,80.5,3.15,80.0,3.71,77.0,3.42,78.2,3.3,78.2,3.54,76.5
95,96,Goode,3.9,3.9,Brentford,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
96,97,Forss,4.5,4.5,Brentford,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
97,98,Thompson,4.0,4.0,Brentford,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
98,99,Bidstrup,4.5,4.5,Brentford,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
99,100,Balcombe,4.0,4.0,Brentford,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
100,101,Lallana,4.9,4.9,Brighton,0.42,13.72,0.5,13.72,1.18,27.29,2.04,41.83,0.0,7.5,0.0,10.74,0.0,14.56,,0.0,0.52,27.84
101,102,Steele,4.0,4.0,Brighton,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
102,103,Welbeck,6.5,6.5,Brighton,3.31,62.8,4.57,68.99,3.98,71.92,4.78,77.0,4.25,79.0,4.44,75.5,4.35,76.9,0.0,76.9,2.84,76.9
103,104,Groß,5.9,5.9,Brighton,2.91,63.93,3.44,62.72,3.37,66.53,4.31,68.92,4.0,72.46,4.34,73.89,4.29,76.2,0.0,76.2,2.8,76.2
104,105,Duffy,4.4,4.4,Fulham,,90.0,,90.0,,90.0,0.41,90.0,0.39,90.0,0.21,90.0,,90.0,,90.0,,90.0
105,106,Dunk,4.6,4.6,Brighton,2.16,90.0,3.44,90.0,2.79,90.0,3.69,90.0,3.32,90.0,3.78,90.0,4.01,90.0,0.0,90.0,1.67,90.0
106,107,March,5.0,5.0,Brighton,2.49,65.9,2.72,64.68,2.56,67.7,3.45,70.5,3.14,70.0,3.38,71.3,3.54,72.5,0.0,72.5,2.31,72.5
107,108,Webster,4.5,4.5,Brighton,1.95,90.0,3.26,90.0,2.64,90.0,3.49,90.0,3.2,90.0,3.65,90.0,3.9,90.0,0.0,90.0,1.6,90.0
108,109,Veltman,4.6,4.6,Brighton,1.89,90.0,3.08,90.0,2.58,90.0,3.41,90.0,2.07,90.0,3.2,90.0,3.49,90.0,0.0,90.0,1.5,90.0
109,110,Maupay,6.1,6.1,Everton,,0.0,,0.0,,0.0,0.0,24.52,1.18,31.7,1.72,41.17,3.12,57.55,3.08,42.49,3.25,53.61
110,111,Trossard,6.7,6.7,Brighton,3.52,77.13,4.13,77.13,3.55,76.1,4.53,77.5,4.13,79.0,4.42,79.7,4.55,80.8,0.0,80.8,2.9,79.0
111,112,Cucurella,5.1,5.1,Chelsea,,90.0,1.56,90.0,3.88,90.0,4.36,90.0,3.83,90.0,4.17,90.0,3.27,90.0,0.0,90.0,1.46,90.0
112,113,Sánchez,4.7,4.7,Brighton,3.23,90.0,3.78,90.0,3.48,90.0,3.83,90.0,3.76,90.0,3.91,90.0,4.06,90.0,0.0,90.0,3.13,90.0
113,114,Lamptey,4.3,4.3,Brighton,,90.0,1.69,90.0,1.32,90.0,1.13,90.0,1.67,90.0,,90.0,,90.0,,90.0,,90.0
114,115,Alzate,4.4,4.4,Brighton,0.17,5.88,0.2,5.88,0.15,5.0,0.15,4.0,0.1,3.0,0.07,2.0,,0.0,,0.0,0.02,1.0
115,116,Mac Allister,5.7,5.7,Brighton,2.58,62.39,3.32,63.7,3.08,68.15,4.29,72.38,3.46,73.0,3.95,74.5,4.03,76.5,0.0,76.5,2.63,76.5
116,117,Moder,4.4,4.4,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0
117,118,Mwepu,5.3,5.3,Brighton,2.4,59.7,2.45,57.82,1.96,52.5,1.66,43.48,1.77,42.0,2.08,47.0,2.41,55.0,0.0,55.0,0.0,37.84
118,119,Sarmiento,4.5,4.5,Brighton,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
119,120,Caicedo,5.0,5.0,Brighton,2.07,63.63,2.09,61.74,2.22,68.37,2.95,71.92,2.71,75.07,2.83,75.68,3.17,78.0,0.0,78.0,2.08,78.0
120,121,Richards,4.5,4.5,Brighton,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
121,122,Roberts,4.0,4.0,Brighton,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
122,123,Undav,5.1,5.1,Brighton,1.21,28.42,1.04,20.5,0.71,16.0,1.04,19.0,0.78,16.0,0.95,18.0,0.77,15.0,,0.0,0.5,15.0
123,124,Mitoma,4.9,4.9,Brighton,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
124,125,Enciso,4.8,4.8,Brighton,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
125,126,Kozłowski,4.5,4.5,Brighton,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
126,127,Azpilicueta,4.8,4.8,Chelsea,2.45,90.0,,90.0,,90.0,3.38,90.0,,90.0,2.04,90.0,,90.0,,90.0,,90.0
127,128,Thiago Silva,5.4,5.4,Chelsea,3.92,90.0,3.03,90.0,3.71,90.0,4.08,90.0,3.5,90.0,3.2,90.0,3.05,90.0,0.0,90.0,3.3,90.0
128,129,Alonso,5.3,5.3,Chelsea,3.39,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
129,130,Jorginho,5.9,5.9,Chelsea,2.29,52.92,2.75,60.0,3.83,72.33,3.74,66.72,3.31,66.99,3.21,67.0,2.67,60.26,0.0,61.0,2.58,61.0
130,131,Barkley,4.9,4.9,Chelsea,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
131,132,Kovacic,4.9,4.9,Chelsea,1.81,47.04,0.0,26.83,0.0,39.98,2.51,58.07,2.19,54.99,2.92,65.69,3.0,60.85,,0.0,1.79,49.0
132,133,Arrizabalaga,4.4,4.4,Chelsea,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
133,134,Kanté,4.8,4.8,Chelsea,1.93,51.94,2.26,60.0,0.0,13.29,0.0,7.37,0.0,13.74,0.0,19.77,0.0,28.26,0.0,46.69,0.0,43.41
134,135,Ziyech,5.7,5.7,Chelsea,1.23,21.56,1.21,21.0,1.03,17.0,1.42,22.0,1.13,19.0,1.63,27.0,1.04,18.0,,0.0,0.96,18.0
135,136,Loftus-Cheek,5.0,5.0,Chelsea,0.82,20.58,0.97,24.0,2.32,41.01,2.3,41.98,2.41,50.29,0.95,39.36,2.45,46.68,,0.0,1.36,37.0
136,137,Werner,7.9,7.9,Chelsea,1.24,20.58,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
137,138,Kenedy,3.9,3.9,Chelsea,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
138,139,Chilwell,5.8,5.8,Chelsea,1.6,90.0,3.15,90.0,2.11,90.0,3.37,90.0,1.77,90.0,1.46,90.0,1.56,90.0,0.0,90.0,2.47,90.0
139,140,Pulisic,5.7,5.7,Chelsea,1.96,33.32,2.09,35.0,1.87,30.0,2.01,31.0,1.73,29.0,1.77,29.0,1.38,24.0,,0.0,1.27,24.0
140,141,Chalobah,4.7,4.7,Chelsea,,90.0,,90.0,,90.0,,90.0,,90.0,1.65,90.0,,90.0,,90.0,,90.0
141,142,Mount,7.6,7.6,Chelsea,4.44,75.0,4.42,74.5,4.67,76.0,4.92,76.3,4.17,72.93,4.6,74.5,3.88,69.02,0.0,70.0,3.77,70.0
142,143,Sarr,5.0,5.0,Chelsea,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
143,144,Hudson-Odoi,5.3,5.3,Chelsea,0.75,13.72,0.56,10.0,0.47,8.0,0.37,6.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0
144,145,Havertz,7.7,7.7,Chelsea,3.6,60.76,3.8,65.0,4.49,70.75,4.4,70.5,3.91,72.0,3.48,61.33,2.86,53.0,0.0,53.0,2.62,53.0
145,146,James,6.0,6.0,Chelsea,4.78,90.0,4.02,90.0,4.9,90.0,5.23,90.0,1.96,90.0,4.34,90.0,4.5,90.0,0.0,90.0,4.95,90.0
146,147,Mendy,4.9,4.9,Chelsea,3.98,90.0,3.59,90.0,3.9,90.0,4.02,90.0,3.82,90.0,3.96,90.0,3.76,90.0,0.0,90.0,0.0,90.0
147,148,Gallagher,5.7,5.7,Chelsea,1.36,29.4,1.25,27.0,1.12,23.0,2.54,37.84,0.0,26.97,1.91,38.0,1.63,34.0,,0.0,1.49,34.0
148,149,Gilmour,4.4,4.4,Brighton,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
149,150,Broja,5.3,5.3,Chelsea,0.27,5.88,0.74,16.0,0.0,9.39,0.36,10.08,0.43,9.0,1.86,20.66,,0.0,,0.0,0.76,16.0
150,151,Ampadu,4.4,4.4,Chelsea,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
151,152,Guaita,4.5,4.5,Crystal Palace,3.13,90.0,2.9,90.0,3.47,90.0,3.07,90.0,3.74,90.0,3.34,90.0,3.26,90.0,0.0,90.0,3.3,90.0
152,153,Tomkins,3.9,3.9,Crystal Palace,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
153,154,McArthur,4.8,4.8,Crystal Palace,0.0,30.73,0.0,30.73,0.0,26.39,0.36,33.39,0.53,25.79,0.0,16.89,,0.0,,0.0,0.49,16.0
154,155,Benteke,5.5,5.5,Crystal Palace,1.05,21.56,0.59,17.0,0.53,10.0,0.15,5.0,0.21,4.0,0.14,3.0,,0.0,,0.0,,0.0
155,156,Ward,4.5,4.5,Crystal Palace,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,1.9,90.0,,90.0,,90.0
156,157,Clyne,4.5,4.5,Crystal Palace,,90.0,1.12,90.0,2.99,90.0,1.16,90.0,2.99,90.0,1.81,90.0,,90.0,,90.0,,90.0
